,text_tokenized
3505,"['five', 'people', 'show', 'yet']"
3506,"['fortunately', 'didnt', 'take', 'time']"
3507,['thank']
3508,"['hou', 'mdw', 'aboard', 'boeing', 'board', 'ontime', '2pm', 'departure']"
3509,"['way', 'receipt', 'cancel', 'flightled', 'portion', 'roundtrip', 'use', 'voucher', 'need', 'receipt']"
3510,"['thing', 'change', 'ticket', 'cancel', 'current', 'ticket', 'replacement', 'online']"
3511,"['thank', 'whats', 'opinion', 'chance', 'okay', 'tomorrow']"
3512,"['fly', 'back', 'tomorrow', 'rebook']"
3513,"['follow', 'send']"
3514,"['never', 'confirmation', 'ive', 'hold', 'hour', 'cant', 'info', 'online']"
3515,"['follow', 'please', 'need', 'confirm', 'cancel', 'reservation']"
3516,"['now', 'book', 'fly', 'standby', 'will', 'allow', 'check', 'take']"
3517,"['follow', 'well', 'proceed']"
3518,"['theres', 'current', 'cancel', 'flightlation', 'girlfriend', 'strand', 'ideas', 'help', 'provide']"
3519,"['official', 'word', 'whether', 'bwi', 'cancel', 'flightled', 'ive', '8hr', 'drive', 'snow']"
3520,"['free', 'cable', 'world', 'technology', 'dream', 'come', 'true', 'free', 'portable']"
3521,['thank']
3522,"['todays', 'scavenger', 'hunt', 'start', 'try', 'help', 'little', 'brother', 'win']"
3523,"['never', 'late', 'right', 'thing']"
3524,['dmd']
3525,['greet']
3526,"['let', 'know', 'help']"
3527,"['love', 'tix', 'velour', 'showentered', 'every', 'contest', 'still', 'havent', 'win']"
3528,"['refund', 'instead', 'credit', 'cancel', 'flightled', 'couldnt', 'switch', 'tomorrow']"
3529,"['show', 'want']"
3530,"['plz', 'consider', 'customers', 'youre', 'lose', 'direct']"
3531,"['book', 'reimburse']"
3532,"['sure', 'will', 'cancel', 'try', 'make', 'plan', 'stl']"
3533,"['n231wn', 'taxis', 'prior', 'flynashville']"
3534,"['mht', 'fun', 'kid', 'grandkids', 'jack', 'say']"
3535,"['scavenger', 'hunt', 'rule']"
3536,"['try', 'far', 'away', 'possible', 'charity', 'today', 'help']"
3537,"['dal', 'due', 'sleet', 'sun', 'evedidnt', 'see', 'list', 'cities', 'rebook', 'fly', 'dca']"
3538,"['absolutely', 'require', 'go', 'cancel']"
3539,"['22nd', 'travel', 'alert', 'southwest', 'app', 'reschedule']"
3540,"['childrens', 'rat']"
3541,"['youd', 'love', 'see', 'girls', 'inspire', 'become', 'pilot', 'free', 'event']"
3542,['troubadour']
3543,"['hey', 'follow', 'question']"
3544,"['honey', 'roast', 'vote', 'bring', 'back', 'peanuts', 'dread', 'year', 'honey', 'roast']"
3545,"['swa', 'send', 'customer', 'survey', 'earn', 'toward', 'legit']"
3546,"['meet', 'twitter', 'friend', 'wait', 'outside', 'troubadour']"
3547,"['still', 'offer', 'discount', 'seat', 'children', 'rather', 'put', 'seat', 'lap']"
3548,"['find', 'travel', 'fund', 'available', 'use', 'past', 'change', 'dont', 'see', 'option', 'account']"
3549,"['father', 'kind', 'enough', 'offer', 'pay', 'hotel', 'cant', 'use', 'coupon', 'pay', 'help']"
3550,"['book', '8th', 'save', 'emergency', 'exit', 'stretch']"
3551,"['think', 'suppose', 'well', 'case', 'someone', 'check']"
3552,"['17mph', 'wind', 'anything', 'right', 'now', 'help', 'sister']"
3553,['take']
3554,"['son', 'fly', 'south', 'west', 'nolaorlando', 'hope', 'enter', 'win', 'contest']"
3555,"['lunch', 'time', 'call', 'answer']"
3556,"['contest', 'destination', 'dragons', 'want', 'try', 'everything']"
3557,"['upcoming', 'changesdeval', 'try', 'tell', 'fly', 'southwest', 'anymore', 'loyal', 'far']"
3558,"['travel', '2bwi', 'nmaryland', '2morrw', 'chance', 'cancel', 'flightled', 'inclement', 'weather', 'chance', 'earlier']"
3559,['easy']
3560,"['customers', 'touch', 'internationally', 'lose', 'baggage']"
3561,"['rndtrp', 'djqkc', 'youre', 'try', 'make', 'travel', 'reservations', 'vegas', 'may', '2nd', 'late']"
3562,"['hows', 'life', 'noc']"
3563,"['will', 'tell', 'marry', 'lamp', 'give', 'ticket', 'vegas', 'show', 'please', 'desperate']"
3564,"['current', 'promotionscodes', 'nashvilledenver', 'thank']"
3565,"['fly', 'roundtrip', 'companion', 'pass', 'year']"
3566,"['omg', 'omg', 'omg']"
3567,"['tweet', 'phone', 'aminaur', 'follow', 'miss', 'favorite', 'southwest', 'pilot', 'brother']"
3568,"['special', 'fare', 'students', 'visit', 'prospective', 'school', 'expensive', 'visit', 'graduate', 'program']"
3569,"['eternally', 'grateful', 'ticket', 'vegas', 'show', 'god', 'bless']"
3570,"['please', 'help', 'die', 'see', 'vegas', 'show', 'amaze', 'hear', 'songs', 'real']"
3571,"['need', 'imagine', 'dragons', 'need', 'please', 'hoom', 'vegas', 'show']"
3572,"['commit', 'okay', 'please', 'hook']"
3573,"['sell', 'nonexistent', 'soul', 'see']"
3574,"['job', 'interfere', 'wellen', 'show', 'concert', 'will', 'alway', 'treasure', 'experience']"
3575,"['post', 'schedule', 'cover', 'range', 'defcon']"
3576,"['lacma', 'fairfax']"
3577,"['arent', 'base', 'hunt', 'home', 'city', 'please', 'bring', 'one', 'home']"
3578,"['will', 'dal', 'pvd']"
3579,"['spare', 'ticket', 'vegas', 'forever', 'grateful']"
3580,"['chance', 'will', 'change', 'include', 'northeast', 'airports']"
3581,"['pleasecan', 'last', 'ticket', 'friend']"
3582,"['saw', 'ppl', 'win', 'ticket', 'still', 'win']"
3583,"['please', 'please', 'please']"
3584,"['min', 'away']"
3585,['mins']
3586,"['route', 'city', 'midway', 'use', 'service']"
3587,"['many', 'leave']"
3588,"['lol', 'anyone', 'arrive', 'yet']"
3589,"['leave', 'behind', 'ipad', 'bwi', 'plane', 'already', 'leave', 'time', 'realize', 'possibly', 'help']"
3590,"['many', 'leave', 'min', 'wway']"
3591,['follow']
3592,"['mins', 'wait']"
3593,"['ill', 'happy']"
3594,"['will', 'nonstop', 'midway', 'summer', 'season', 'look', 'book', 'labor', 'day', 'trip']"
3595,"['one', 'use', 'companion', 'pass', 'point', 'book', 'problems', 'cash', 'fare', 'thx']"
3596,['tho']
3597,"['next', 'free', 'cocktails']"
3598,"['okay', 'thank', 'tweet', 'earlier', 'hrs', 'ago', 'say', 'win', 'send', 'delete']"
3599,"['credit', 'expire', 'month', 'possible', 'way', 'extend']"
3600,"['question', 'atl', 'companion', 'pass', 'offer', 'know', 'need', 'revenue', 'roundtrips', 'whats', 'revenue', 'thnx']"
3601,"['refer', 'friend', 'southwest', 'credit', 'card', 'point']"
3602,['need']
3603,"['hello', 'talk', 'say', 'move', 'send', 'voucher', 'work', 'help']"
3604,"['follow', 'now']"
3605,"['want', 'badly', 'dont', 'know', 'email', 'help']"
3606,['ticket']
3607,"['now', 'accept', 'apples', 'passbook', 'app', 'board', 'pass', 'app', 'work']"
3608,"['thats', 'happen', 'power', 'level', 'go', 'feet']"
3609,"['southwestairs', 'ceo', 'kelly', 'draw', 'record', 'crowd', 'bwiairport', 'business', 'partnership', 'breakfast']"
3610,"['southwestairs', 'ceo', 'kelly', 'draw', 'record', 'crowd', 'bwiairport', 'business', 'partnership', 'breakfast']"
3611,"['will', 'see', 'move', 'brother', 'laws', 'graduation', '6th', 'thank']"
3612,"['will', 'thank']"
3613,"['imagine', 'dragons', 'ticket', 'leave', 'tomorrow', 'utah', 'love', 'available']"
3614,"['fare', 'see', 'fall', 'absoulutely', 'lowest', 'will']"
3615,"['will', 'now']"
3616,"['maybe', 'machine']"
3617,"['scavenger', 'hunt']"
3618,"['fly', 'swa', 'today', 'son', 'peanut', 'allergy', 'way', 'request', 'crew', 'serve', 'peanuts', 'thx']"
3619,"['make', 'break', 'either', 'way']"
3620,"['show', 'luvits', 'degrees', 'snow', 'imdetermined']"
3621,"['number', 'use', 'outside', 'thx']"
3622,"['thank', 'know', 'rout', 'currently', 'wonder', 'new', 'ones', 'horizon']"
3623,['dmed']
3624,"['last', 'chance', 'win']"
3625,"['fort', 'lauderdale', 'bwi', 'cancel', 'trip']"
3626,"['know', 'last', 'chance']"
3627,"['vindictivetk', 'larry', 'work', 'southwest']"
3628,"['fly', 'southwest', 'first', 'time', 'lga', 'layover']"
3629,"['contact', 'request', 'charity', 'donation']"
3630,"['status', 'flight122', 'stlaus']"
3631,"['favorite', 'band', 'meet', '2bestfriends', 'thank', 'life', 'change', 'see']"
3632,"['yes', 'thank', 'send']"
3633,"['last', 'chance', 'ticket', 'die', 'happiness', 'win']"
3634,"['please', 'follow', 'thx']"
3635,['send']
3636,"['love', 'show', 'tomorrow', 'utah', 'ive', 'try', 'hard']"
3637,"['hope', 'take', 'selfie', 'stick', 'plane', 'today']"
3638,"['work', 'different', 'device', 'though', 'help', 'appreciate']"
3639,"['winter', 'advisory', 'issue', 'stl', 'snow', 'ice', 'cold', 'will', 'issue', 'travel', 'advisory']"
3640,"['travel', 'advisory', 'post', 'den', 'make', 'change', 'ticket', 'anything', 'need', 'know', 'call']"
3641,"['love', 'win', 'ticket', 'take', 'son', 'imagine', 'dragons', 'night', 'cross', 'finger']"
3642,"['sweet', 'promo', 'code', 'help', 'visit', 'family', 'please', 'lol']"
3643,"['wannaa', 'vegas', 'show', 'bad', 'doo', 'anything']"
3644,"['yes', 'diego']"
3645,"['pick', 'show']"
3646,"['help', 'ticket', 'vegas', 'event', 'stoke']"
3647,"['notice', 'separate', 'button', 'guitar', 'actual', 'music', 'pic', 'band', 'take', 'note']"
3648,"['give', 'ticket', 'anything', 'anything']"
3649,"['realize', 'luv', 'voucher', 'expire', 'today', 'chance', 'luv', 'extension', 'please']"
3650,"['seem', 'make', 'money', 'open', 'seat', 'desirable']"
3651,"['roundtrip', 'ticket', 'now', 'need', 'change', 'one', 'leg', 'trip', 'nearby', 'airport', 'possible', 'via', 'website']"
3652,"['way', 'entry', 'las', 'vegas', 'event', 'see', 'perform']"
3653,"['good', 'know', 'perhaps', 'execution']"
3654,['send']
3655,"['please', 'question']"
3656,['done0']
3657,"['will', 'please', 'work', 'contract', 'offer', 'service']"
3658,"['please', 'reply']"
3659,"['youre', 'go', 'compensate', 'two', 'plane', 'change', 'right']"
3660,"['enter', 'passport', 'information', 'exist', 'reservation', 'check']"
3661,"['way', 'help', 'entry', 'vegas', 'event', 'boyfriend', 'fan', 'awesome']"
3662,"['rescue', 'sundown', 'next', 'stop', 'antonio']"
3663,"['iphone', 'app', 'add', 'passbook', 'support']"
3664,"['ticket', 'show', 'love', 'sister']"
3665,"['panchojoe', 'mustve', 'hear', 'wrong', 'sweet', 'mixtapethough', 'recordi', 'didnt', 'leave', '80s', '80s', 'leave']"
3666,"['please', 'help', 'friend', 'ticket', 'thank']"
3667,"['way', 'friend', 'ticket', 'mean', 'everything', 'world']"
3668,"['become', 'friends', 'bcuz', 'way']"
3669,"['ceo', 'kelly', 'absolutely', 'heroes']"
3670,"['site', 'gmail', 'facebook', 'etc']"
3671,"['presceo', 'kelly', 'address', 'bwi', 'base', 'employees']"
3672,"['start', 'book', 'problems', 'next', 'years', 'super', 'bowl', 'time']"
3673,"['will', 'nonstop', 'well', 'take', 'pleaseeeeee', 'thank']"
3674,"['thank', 'please', 'follow', 'will', 'send']"
3675,"['idea', 'will', 'spring', 'sales', 'soon', 'travel', 'late', 'august', 'early', 'september', 'go', 'lax']"
3676,"['announce', 'nonstop', 'well', 'next', 'time', 'youll', 'less', 'time', 'airport', 'hopin']"
3677,"['wed', 'still', 'rock', 'charttopping', 'hit', '80s']"
3678,['226th']
3679,"['yall', 'know', 'new', 'rout', 'hou', 'aruba', 'puerto', 'vallarta', 'will', 'available']"
3680,"['wow', 'things', 'better', 'forget']"
3681,"['dont', 'worry', 'will']"
3682,"['nasbwi', 'ton']"
3683,"['travel', 'see', 'class', 'away', 'sld', 'anytime', 'available', 'know', 'many', 'anytime', 'available']"
3684,"['thank', 'look', 'bwisjd', 'service', 'stop', 'aug', 'case', 'cant', 'find', 'one']"
3685,"['luv', 'fallow']"
3686,"['pair', 'ticket', 'show', 'love']"
3687,"['please', 'help', 'ticket', 'club', 'show']"
3688,"['perhaps', 'pair', 'show']"
3689,"['tix', 'spare', 'wan', 'see', 'show', 'friend']"
3690,"['follow', 'bad']"
3691,"['must', '445pm', 'nonstop', 'bosbna', 'stop', 'run', 'august']"
3692,"['emboss', 'badge', 'patch', 'ones', 'currently', 'use']"
3693,['yes']
3694,"['msp', 'hrl', 'look']"
3695,"['wouldnt', 'awesome', 'first', 'time', 'fly']"
3696,"['easily', 'show', 'need', 'ticket', 'help']"
3697,"['add', 'direct', 'via']"
3698,"['board', 'pass', 'now', 'compatible']"
3699,"['wont', 'please', 'let', 'know', 'need', 'anything']"
3700,"['someone', 'rebook', 'please', 'direct', 'message']"
3701,"['question', 'will', 'receive', 'yearly', 'bonus', 'point', 'accumulation', 'think', 'around', 'now', 'sure', 'thank']"
3702,"['fly', 'one', 'right', 'minute']"
3703,"['please', 'please', 'please', 'choose', 'see']"
3704,"['phishing', 'email', 'claim', 'southwest', 'forward', 'youd', 'investigate']"
3705,"['unfortunately', 'lack', 'status', 'thats', 'big', 'problem', 'company', 'policy', 'force', 'cheapest', 'ticket']"
3706,"['employees', 'social', 'care', 'team', 'staff', 'listen', 'ctr', 'timerest', 'spot', 'fill', 'areas']"
3707,"['sure', 'second']"
3708,['congratulations']
3709,"['grandma', 'ellas', '80th', 'love', 'bday', 'greet', 'crew', 'stewardess', 'eastern', 'airlines']"
3710,"['chance', 'ticket', 'show', 'vegas', 'ive', 'huge', 'fan', 'years', 'pretty', 'please']"
3711,"['possible', 'book', 'refundable', 'trip', 'will', 'pay', 'extra', 'domestic', 'round', 'trip']"
3712,"['will', 'help', 'bestfriend', 'ticket', 'see', 'gracias']"
3713,"['mac', 'computer', 'leave', 'bwi', '14th', 'reward', 'recovery', 'info', 'important', 'ownerhelp']"
3714,"['use', 'social', 'business', 'roadmap', 'develop', 'intelligent', 'path', 'embed', 'social', 'across']"
3715,"['add', 'new', 'direct', 'start', 'august']"
3716,"['anyway', 'pay', 'priority', 'board']"
3717,"['ive', 'fan', 'imagine', 'dragons', 'theyre', 'fave', 'band', 'bday', 'tix']"
3718,"['whats', 'myers']"
3719,"['birthday', 'tix']"
3720,"['please', 'bring', 'back', 'rdu', 'fll', 'direct', 'route', 'notice', 'miss', 'start', 'late', 'august', 'always', 'pack']"
3721,"['know', 'wn4287', 'already', 'delay', '935pm', 'tonight', 'thank']"
3722,"['thank', 'will']"
3723,"['read', 'tweet', 'process', 'folks', 'take', 'multiple', 'one', 'day']"
3724,"['know', 'plane', 'come', 'rsw', 'mke']"
3725,"['schedule', 'open', 'end', 'october', 'day', 'wknd', 'new', 'england', '50k', 'point', 'check', 'calendar']"
3726,"['now', 'rapids', 'reward', 'member']"
3727,"['okay', 'sign']"
3728,"['whens', 'next', 'deal', 'go', 'happen', 'poor', 'college', 'student', 'try', 'fly', 'instead', 'drive', 'august', 'lol']"
3729,"['book', 'morning', 'cant', 'wait', 'move', 'country']"
3730,"['try', 'september', 'affordable', 'nonstop']"
3731,"['think', 'group', 'use', 'cold', 'drink', 'airwe']"
3732,"['passengers', 'automatically', 'rebooked', 'original', 'cancel', 'weather', 'etc']"
3733,"['ugh', 'kick', 'miss', 'need', 'back', 'life']"
3734,"['chance', 'ticket', 'vegas', 'stop', 'miss', 'chance', 'enter', 'contest', 'love', 'death']"
3735,"['chance', 'take', 'count', 'mean', 'sign', 'wifi']"
3736,"['saw', 'promo', 'alist', 'plane', 'fly', 'two', 'time', 'qualification', 'period']"
3737,"['hilarious', 'attendants', 'vegas', 'tonight']"
3738,"['time', 'must']"
3739,"['take', 'hours', 'fly', 'unite', 'fly', 'vegas']"
3740,"['class', 'luv', 'know', 'whos', 'charge', 'twitter', 'many', 'people', 'write', 'tweet']"
3741,"['give', 'tix', 'show', 'appreciate', 'one', 'two', 'laflying', 'phl', 'lax']"
3742,"['chance', 'tix', 'tweet', 'january']"
3743,"['guest', 'need', 'change', 'reservation', 'need', 'happen', 'say', 'canplease', 'help']"
3744,"['inflight', 'entertainment', 'tonight', 'willie', 'impersonator', 'sing', 'passengers']"
3745,"['hear', 'save', '30k', 'year', 'fuel', 'carry', 'around', 'skymalls']"
3746,"['passngr', 'require', 'wheelchair', 'plane', 'sit', 'exit', 'row', 'wld', 'physically', 'capable', 'help', 'emergency']"
3747,"['earlybird', 'checkins', 'tell', 'flythroughs', 'good']"
3748,"['new', 'come', 'midnight']"
3749,"['look', 'february', 'will', 'open', 'schedule', 'october', 'know', 'time', 'will']"
3750,['winners']
3751,"['travel', 'dont', 'luv', 'go', 'fly', 'pleeeease']"
3752,"['fly', 'chicagolaxphx', 'spot', 'lax', 'phx', 'airports', 'fly', 'back']"
3753,"['cant', 'look', 'confirmation', 'number', 'moment', 'email', 'longer', 'inbox']"
3754,"['info', 'sammijon3s', 'need', 'know']"
3755,"['word', 'winners', 'contest', 'chance', 'tix', 'show', 'finger', 'cross']"
3756,"['will', 'write', 'service', 'via', 'email', 'company', 'transport', 'well', 'clients', 'monthly', 'via']"
3757,"['thank', 'good', 'side', 'caution']"
3758,"['yay', 'dependents', 'wife', 'children', 'eligible', 'use', 'discount', 'use', 'phoneinperson']"
3759,"['will', 'fly', 'past', 'august']"
3760,"['give', 'plane', 'back', 'theyre', 'mad', 'threaten', 'take', 'away', 'companion', 'pass']"
3761,"['work', 'piece', 'military', 'discount', 'hear', 'offer', 'one', 'give', 'specifics', 'confirm', 'thank']"
3762,"['pick', 'someone', 'destination', 'dragons']"
3763,"['anticipate', 'cancel', 'flightlations', 'tomorrow', 'thank']"
3764,"['info', 'winners', 'will', 'announce', 'friend', 'hop', 'win', 'thank']"
3765,"['dmed', 'guy']"
3766,"['win', 'destination', 'dragons']"
3767,"['dunno', 'travel', 'information']"
3768,"['snapchat', 'imessage', 'instagram']"
3769,['will']
3770,['way']
3771,"['yall', 'still', 'fly', 'cold', 'right']"
3772,"['oops', 'sorry']"
3773,"['come', 'cant', 'proceed', 'enter', 'postcode', 'purchase', 'ireland', 'dont', 'postcode']"
3774,"['need', 'follow', 'first']"
3775,"['sure', 'message', 'part', 'right', 'please', 'let', 'know', 'receive']"
3776,"['think', 'finally', 'ready', 'take']"
3777,"['companion', 'pass', 'break', 'today']"
3778,"['hope', 'theyll', 'sing', 'song', 'today', 'terminal', 'humphrey']"
3779,"['pick', 'winners', 'flightr']"
3780,"['bonus', '1800flowers', 'still', 'expire']"
3781,"['8fkqw', 'conf', 'thank', 'reply']"
3782,"['time', 'change', 'guess']"
3783,"['app', 'update', 'support', 'via']"
3784,"['possible', 'chance', 'swa', 'bring', 'back', 'service', 'lgabwi', 'make', 'easier', 'connect', 'west', 'coast']"
3785,"['please', 'expedite', 'miss', 'bag', 'claim', 'thank']"
3786,"['anything', 'ticket', 'mean']"
3787,"['new', 'schedule', 'open', 'take', 'past']"
3788,"['south', 'everyone']"
3789,"['send', 'additonal', 'info']"
3790,"['please', 'see', 'promise', 'ill', 'fly', 'southwest', 'go', 'back', 'home']"
3791,"['important', 'accept', 'others']"
3792,"['announce', 'winners', 'show', 'utah', 'weekend']"
3793,"['find', 'win', 'imagine', 'dragons', 'contest']"
3794,['thank']
3795,"['plan', 'family', 'trip', 'may', 'try', 'figure', 'book', 'rate', 'suggestions']"
3796,"['lem', 'come', 'student', 'use', 'break', 'book']"
3797,"['will', 'passport', 'time', 'trip', 'still', 'fly', 'photo']"
3798,"['ticket', 'feb', 'imagine', 'dragons', 'show']"
3799,"['give', 'ticket', 'show', 'ill', 'roadtrip', 'canada', 'deal']"
3800,"['sureill', 'send', 'message', 'now']"
3801,"['revenue', 'begin']"
3802,"['look', 'forward', 'power', 'inclusion', 'event', 'special', 'guests', 'will', 'begin', 'promptly']"
3803,"['vegas', 'come', 'soon', 'havent', 'receive', 'drink', 'ticket', 'late', 'flightly', 'help']"
3804,"['follow', 'back', 'quick', 'swfollowed']"
3805,"['lead', 'vegas', 'baby']"
3806,"['southwest', 'currently', 'await', 'government', 'approval', 'route', 'know', 'will', 'official']"
3807,"['offer', 'reside', 'frequent', 'fliers']"
3808,"['ive', 'never', 'meet', 'favorite', 'band', 'sooo', 'amaze', 'win', 'destination', 'dragons']"
3809,"['lovedragonss', 'ahhhh', 'yes', 'lauren']"
3810,"['birthday', 'february', '24th', 'imagine', 'dragons', 'concert', 'btw']"
3811,"['lovedragonss', 'lauren', 'holy', 'sht']"
